Term 1,Term 2,Term 3,Frequency,Context Frequency,Conditional Probability
a,ti,pero,1,4,0.25
noooooooooo,si,pero,1,1,1.0
ya,acabe,pero,1,1,1.0
mejor,si,pero,1,2,0.5
ya,dormire,pero,1,2,0.5
grasias,chika,pero,1,3,0.3333333333333333
100,real,pero,1,1,1.0
las,sillas,pero,1,1,1.0
jajaja,si,pero,1,3,0.3333333333333333
expuse,nomas,pero,1,1,1.0
aki,andamos,pero,1,1,1.0
si,kisiese,pero,1,1,1.0
dormi,bien,pero,1,2,0.5
nieve,aja,pero,1,1,1.0
sabe,rika,pero,1,1,1.0
ya,seee,pero,1,1,1.0
creo,aaaa,pero,1,1,1.0
la,vdd,pero,1,4,0.25
grasias,neni,pero,1,1,1.0
tt,jajajaja,pero,1,1,1.0
mejor,mañana,pero,1,2,0.5
es,mucho,pero,1,1,1.0
10,salia,pero,1,1,1.0
aca,igual,pero,1,2,0.5
jugar,ei,pero,1,1,1.0
tiene,mucho,pero,1,1,1.0
me,empalagan,pero,1,1,1.0
se,parecen,pero,1,1,1.0
rayitos,rosas,pero,1,1,1.0
como,supiste,pero,1,1,1.0
anda,lloviendo,pero,1,1,1.0
ame,incomodo,pero,1,1,1.0
mucho,rhcp,pero,1,1,1.0
como,rock,pero,1,1,1.0
mete,komo,pero,1,1,1.0
pues,sepa,pero,1,1,1.0
graduo,si,pero,1,1,1.0
es,buena,pero,1,1,1.0
en,meovv,pero,1,1,1.0
q,bp,pero,1,1,1.0
ser,4,pero,1,1,1.0
esta,x,pero,1,1,1.0
cierto,gustito,pero,1,1,1.0
apenas,nacieron,pero,1,1,1.0
eso,si,pero,1,5,0.2
primera,vez,pero,1,1,1.0
ven,jovenes,pero,1,1,1.0
oye,master,pero,1,1,1.0
su,lugar,pero,1,1,1.0
hice,jeje,pero,1,1,1.0
gracias,xd,pero,1,2,0.5
seee,ósea,pero,1,1,1.0
tomando,fotos,pero,1,1,1.0
neni,animo,pero,1,1,1.0
estoy,trabajando,pero,1,1,1.0
si,jajaj,pero,1,2,0.5
pidiendo,thx,pero,1,1,1.0
dos,esquemas,pero,1,1,1.0
la,escuelaaaaaa,perfecto,1,1,1.0
pero,me,perece,1,4,0.25
tonto,te,perdono,1,1,1.0
vamos,te,perdono,1,1,1.0
keso,yea,perdone,1,1,1.0
siii,sip,perdone,1,1,1.0
tengo,uu,perdoname,1,1,1.0
esa,hora,perdon,1,2,0.5
siii,ola,perdon,1,1,1.0
ok,jajajaj,perdon,1,1,1.0
a,vender,perdon,1,1,1.0
hot,chilli,peppers,1,1,1.0
fue,lo,peor,1,1,1.0
los,tengo,pensé,1,1,1.0
animo,eiii,pense,1,1,1.0
buenooo,yo,pense,1,1,1.0
q,todos,pensamos,1,2,0.5
pq,no,pedimos,1,3,0.3333333333333333
llego,tu,pedido,1,1,1.0
no,tengo,pc,1,5,0.2
son,de,pavo,1,1,1.0
sueño,jajajajj,patroclo,1,1,1.0
haciendo,padtel,pastel,1,1,1.0
que,le,paso,1,2,0.5
te,la,paso,1,1,1.0
wwww,me,pasas,1,1,1.0
me,lo,pasas,1,1,1.0
te,los,pasaron,1,1,1.0
otros,similares,pasanos,1,1,1.0
si,se,pasan,1,3,0.3333333333333333
lo,ha,pasado,1,1,1.0
la,decada,pasada,1,1,1.0
si,nose,pasa,1,2,0.5
ey,q,pasa,1,1,1.0
eso,que,pasa,1,2,0.5
chika,q,pasa,1,3,0.3333333333333333
se,le,parecia,1,2,0.5
ella,se,parecia,1,1,1.0
si,se,parecen,1,3,0.3333333333333333
q,te,parece,1,6,0.16666666666666666
mucho,me,parece,1,1,1.0
avr,te,parece,1,1,1.0
dia,libre,para,1,1,1.0
mucho,azucar,para,1,1,1.0
q,estudiar,para,1,2,0.5
de,esos,para,1,1,1.0
animo,jajajaj,para,1,2,0.5
apocooo,enseñamelo,para,1,1,1.0
en,fa,para,1,1,1.0
fue,mal,para,1,1,1.0
una,casa,para,1,2,0.5
neni,siii,para,1,1,1.0
memoria,usb,para,1,1,1.0
bonitas,las,pantunflas,1,1,1.0
jajajaja,va,panas,1,1,1.0
estot,haciendo,padtel,1,1,1.0
le,entendi,pa,1,2,0.5
de,datos,oyes,1,1,1.0
o,como,oyeeeee,1,2,0.5
otra,jaja,oyeeee,1,1,1.0
de,economía,oye,1,1,1.0
le,decimos,oye,1,1,1.0
mis,cosas,oye,1,1,1.0
pedimos,bolis,oye,1,1,1.0
practica,gus,oye,1,1,1.0
la,bibliotek,oye,1,1,1.0
a,saltar,oye,1,1,1.0
saltar,oye,oye,1,1,1.0
buenos,y,otros,1,1,1.0
dice,cuales,otros,1,1,1.0
me,salieron,otros,1,1,1.0
estudiar,para,otro,1,1,1.0
deja,estudio,otro,1,1,1.0
q,las,otras,1,1,1.0
luego,la,otra,1,1,1.0
no,la,otra,1,3,0.3333333333333333
keria,la,otra,1,1,1.0
ai,de,otra,1,1,1.0
economía,oye,otra,1,1,1.0
el,problemario,otra,1,1,1.0
de,un,otaku,3,4,0.75
un,yogurt,orita,1,1,1.0
fresa,bueno,orita,1,1,1.0
ola,again,orita,1,1,1.0
si,ya,orita,1,7,0.14285714285714285
encuentras,jajajaj,oraaaa,1,1,1.0
q,mañana,oraaaa,1,2,0.5
boomer,no,oraaa,1,1,1.0
si,jajajaj,oraaa,1,3,0.3333333333333333
bn,pero,ora,1,3,0.3333333333333333
regalar,dame,opciones,1,1,1.0
al,roblox,ooo,1,1,1.0
que,fue,ooo,1,3,0.3333333333333333
te,picaste,ooo,1,1,1.0
sharp,dimeeeee,ooo,1,1,1.0
llama,olaf,oo,1,1,1.0
se,hace,oo,1,2,0.5
del,que,oo,1,1,1.0
dios,quiere,ontas,1,1,1.0
a,hablar,ontan,1,1,1.0
un,favorsote,ontan,1,1,1.0
se,pasan,onta,1,1,1.0
le,llego,onta,1,1,1.0
aun,asi,omggg,1,1,1.0
to,impress,omggg,1,1,1.0
no,tanto,omggg,1,2,0.5
ya,si,omggg,1,2,0.5
mas,boomer,omg,1,1,1.0
yea,perdone,omg,1,1,1.0
kien,sabeee,omg,1,2,0.5
tiene,25,omg,1,2,0.5
lo,habia,olvidado,1,2,0.5
siento,mal,olaola,1,1,1.0
se,llama,olaf,1,4,0.25
naaa,jajajajaj,olaaa,1,1,1.0
no,cierto,ola,1,2,0.5
ayuda,dios,ola,1,1,1.0
jajajaj,ey,ola,1,1,1.0
provechito,jajajaj,ola,1,1,1.0
verlo,ja,ola,1,1,1.0
komo,grasias,ola,1,1,1.0
a,cenar,ola,1,1,1.0
animo,animo,ola,1,2,0.5
omggg,siii,ola,1,1,1.0
paso,si,ola,1,1,1.0
es,ponpompurin,ola,1,1,1.0
va,vale,okok,1,1,1.0
noooo,xd,okok,1,1,1.0
ok,entiendo,oki,1,1,1.0
eso,jaja,oki,1,1,1.0
oo,a,ok,1,1,1.0
no,se,ok,1,16,0.0625
vale,vale,ok,1,3,0.3333333333333333
datos,oyes,ok,1,1,1.0
de,vínculos,ok,1,1,1.0
vínculos,ok,ok,1,1,1.0
a,un,ojo,1,1,1.0
en,su,ojo,1,3,0.3333333333333333
tt,aaaa,ojala,1,1,1.0
tt,si,ojala,1,1,1.0
esta,bueno,ojala,1,1,1.0
hoy,si,ojala,1,1,1.0
hogar,ya,ojala,1,1,1.0
q,va,ojala,1,1,1.0
se,peto,ojala,1,1,1.0
ja,ola,ojala,1,1,1.0
muy,bien,oficialmente,1,1,1.0
q,kings,of,1,1,1.0
no,te,odiooo,1,5,0.2
he,estado,ocupada,1,1,1.0
me,vicie,ocupaba,1,1,1.0
25,de,oct,1,1,1.0
a,04nov,obvio,1,1,1.0
ecuacion,se,obtiene,1,1,1.0
tengo,tremenda,obsesion,1,1,1.0
nadie,es,obligatorio,1,1,1.0
esta,feo,o,1,1,1.0
los,venden,o,1,1,1.0
te,mojaste,o,1,1,1.0
algo,helado,o,1,1,1.0
no,x2,o,1,1,1.0
lo,dices,o,1,1,1.0
estaba,mimida,o,1,2,0.5
laboral,si,o,1,1,1.0
mejor,asi,o,1,1,1.0
medio,canon,o,1,1,1.0
insta,creo,o,1,1,1.0
a,vocal,o,1,1,1.0
lo,fueron,o,1,1,1.0
de,velocidad,o,1,1,1.0
algo,asi,o,1,1,1.0
donde,andas,o,1,1,1.0
a,rodrigo,o,1,1,1.0
en,probabilidad,o,1,1,1.0
a,que,o,1,1,1.0
eje,y,o,1,1,1.0
para,q,o,1,1,1.0
puntos,extras,o,1,1,1.0
es,q,nunca,1,14,0.07142857142857142
xd,ellas,nunca,1,1,1.0
tienes,el,num,1,1,1.0
de,los,nuestross,1,5,0.2
se,vea,nuestro,1,1,1.0
bn,si,nuestro,1,1,1.0
estamos,en,nuestra,1,1,1.0
obligatorio,tt,ntp,1,1,1.0
tiene,su,novia,1,1,1.0
bueno,jajajaj,nourrrr,1,1,1.0
tal,vez,notekreo,1,5,0.2
cara,ahi,nosotros,1,1,1.0
agregas,si,nose,1,1,1.0
jajajajaj,sip,nose,1,1,1.0
pones,eso,nose,1,1,1.0
jejeje,si,nose,1,1,1.0
jajajajja,apoko,nosabia,1,1,1.0
apoko,nosabia,nos,1,1,1.0
derivadas,q,nos,1,1,1.0
se,fueron,nos,1,1,1.0
o,lo,normal,1,1,1.0
era,del,normal,1,1,1.0
a,querer,nop,1,1,1.0
sip,nose,noooooooooo,1,1,1.0
no,grasias,noooooo,1,2,0.5
cuales,hay,noooombre,1,1,1.0
vez,jajajaj,noooombre,1,2,0.5
lejos,cuanto,noooo,1,1,1.0
del,siglo,noooo,1,1,1.0
mi,cena,nooombre,1,1,1.0
esta,fuerte,nooombre,1,1,1.0
fuera,ayer,nooombre,1,1,1.0
hecho,jajajaj,nooo,1,1,1.0
ps,botate,nooo,1,1,1.0
jajajaj,perdon,nooo,1,1,1.0
sii,jajaja,nooo,1,1,1.0
cumplio,20,nooo,1,1,1.0
lol,q,noob,1,2,0.5
y,siii,noo,1,1,1.0
bn,alucin,noo,1,1,1.0
de,niuyork,nonooo,1,1,1.0
porfa,a,nono,1,1,1.0
siii,si,non,1,3,0.3333333333333333
sueño,gracias,non,1,1,1.0
si,xd,nombre,1,2,0.5
cajeta,animo,nomas,1,1,1.0
de,eso,nomas,1,1,1.0
ir,expuse,nomas,1,1,1.0
go,falto,nomas,1,1,1.0
me,canso,nomas,1,1,1.0
caro,vavava,nomas,1,1,1.0
lloviendo,pero,nomas,1,1,1.0
o,si,nomas,1,2,0.5
igual,hare,nomas,1,1,1.0
clase,porque,nomas,1,1,1.0
oye,xfa,nomas,1,1,1.0
sabeee,omg,nokreo,1,1,1.0
ja,q,nob,1,1,1.0
peso,jajajaj,no,1,1,1.0
el,lunes,no,1,1,1.0
semana,aun,no,1,1,1.0
la,mañana,no,1,1,1.0
perdon,por,no,1,1,1.0
q,cereal,no,1,1,1.0
para,mi,no,1,2,0.5
si,jajajajaja,no,1,1,1.0
poke,xd,no,1,1,1.0
rokera,hoy,no,1,1,1.0
siento,q,no,2,4,0.5
jajajaja,quedamos,no,1,1,1.0
bn,pero,no,2,3,0.6666666666666666
mira,mira,no,1,1,1.0
si,vi,no,1,2,0.5
topaba,pero,no,1,1,1.0
xdd,uy,no,1,1,1.0
da,miedo,no,1,2,0.5
muy,ekis,no,1,1,1.0
eiii,cualll,no,1,1,1.0
ya,jajajja,no,1,1,1.0
posser,como,no,1,1,1.0
gllit,mmm,no,1,1,1.0
y,ya,no,1,3,0.3333333333333333
mas,eiii,no,1,1,1.0
siii,siii,no,1,3,0.3333333333333333
k,ya,no,1,1,1.0
kisiese,pero,no,1,2,0.5
prudente,voy,no,1,1,1.0
bueno,orita,no,1,1,1.0
bn,y,no,1,1,1.0
avrlo,si,no,1,1,1.0
un,monton,no,1,3,0.3333333333333333
sip,siiii,no,1,1,1.0
a,siii,no,1,2,0.5
claro,a,no,1,1,1.0
kien,sabeee,no,1,2,0.5
si,si,no,1,8,0.125
otaku,ya,no,1,1,1.0
asi,a,no,1,1,1.0
si,pero,no,1,5,0.2
basico,uy,no,1,1,1.0
grasias,si,no,1,2,0.5
botate,si,no,1,1,1.0
favorito,si,no,1,1,1.0
es,es,no,1,2,0.5
es,canon,no,1,1,1.0
canon,no,no,1,1,1.0
sillas,pero,no,1,1,1.0
bueno,sii,no,1,1,1.0
en,q,no,1,2,0.5
es,q,no,1,14,0.07142857142857142
andamos,pero,no,1,1,1.0
jajajaj,frey,no,1,1,1.0
xd,vavav,no,1,1,1.0
vavav,no,no,1,1,1.0
bien,pero,no,1,1,1.0
estado,ocupada,no,1,1,1.0
llore,frey,no,1,1,1.0
siii,que,no,1,1,1.0
kiero,si,no,1,1,1.0
q,literalmente,no,1,1,1.0
tengo,pc,no,1,1,1.0
te,enfermo,no,1,1,1.0
empieza,ya,no,1,1,1.0
q,sabor,no,1,1,1.0
no,kreo,no,1,1,1.0
pero,yo,no,1,2,0.5
venden,kierooo,no,1,1,1.0
see,ekis,no,1,1,1.0
ipota,tranki,no,1,1,1.0
impresion,s,no,1,1,1.0
o,q,no,1,2,0.5
vistoooo,boomer,no,1,1,1.0
grasias,ola,no,1,1,1.0
si,jajajajj,no,1,1,1.0
ser,ya,no,1,1,1.0
neni,pero,no,1,1,1.0
q,nada,no,1,1,1.0
no,todobn,no,1,1,1.0
eta,x2,no,1,1,1.0
chika,q,no,1,3,0.3333333333333333
sola,si,no,1,1,1.0
q,aun,no,1,1,1.0
tu,auchhhh,no,1,1,1.0
28,helao,no,1,1,1.0
lol,sii,no,1,1,1.0
mañana,pero,no,1,1,1.0
la,escuela,no,1,1,1.0
sabes,q,no,1,1,1.0
bien,aunque,no,1,1,1.0
levantarme,tt,no,1,1,1.0
mucho,pero,no,2,2,1.0
hora,si,no,1,1,1.0
de,cuanto,no,1,1,1.0
y,pq,no,1,1,1.0
caros,chi,no,1,1,1.0
no,compro,no,1,1,1.0
igual,pero,no,1,1,1.0
la,vda,no,1,3,0.3333333333333333
gustan,pq,no,1,1,1.0
galletitas,mini,no,1,1,1.0
tt,uy,no,1,1,1.0
debil,saske,no,1,1,1.0
muy,bajo,no,1,1,1.0
ex,izone,no,1,1,1.0
izone,no,no,1,1,1.0
sepa,jajjaja,no,1,1,1.0
claro,q,no,1,1,1.0
parecen,pero,no,1,1,1.0
bueno,ya,no,1,1,1.0
picaste,ooo,no,1,1,1.0
incomodo,pero,no,1,1,1.0
siento,que,no,1,1,1.0
rock,pero,no,1,1,1.0
nooo,aun,no,1,1,1.0
komo,pero,no,1,1,1.0
estas,chikas,no,1,1,1.0
lol,quedo,no,1,1,1.0
visto,xdd,no,1,1,1.0
de,repente,no,1,1,1.0
contetso,jajajqj,no,1,1,1.0
joven,apoko,no,1,1,1.0
marcando,ya,no,1,1,1.0
es,que,no,1,6,0.16666666666666666
la,vdd,no,1,4,0.25
3,a,no,1,1,1.0
extra,estos,no,1,1,1.0
la,demostracion,no,1,1,1.0
lapiz,niii,no,1,1,1.0
xd,pero,no,1,1,1.0
las,otras,no,1,1,1.0
pasaron,jajajaj,no,1,1,1.0
o,sorry,no,1,1,1.0
dejado,jajajaj,no,1,1,1.0
buskes,bien,no,1,1,1.0
bueno,gracias,no,1,1,1.0
eso,ya,no,1,1,1.0
gracias,jajajaj,no,1,1,1.0
trabajando,pero,no,1,1,1.0
traslapada,joder,no,1,1,1.0
jajaj,pero,no,1,2,0.5
master,pq,no,1,1,1.0
la,19,no,1,1,1.0
tienes,esta,no,1,1,1.0
pero,aun,no,1,1,1.0
asi,q,no,1,6,0.16666666666666666
favor,plis,no,1,1,1.0
aaa,si,no,1,1,1.0
jajajaj,nooo,niyo,1,1,1.0
cosas,de,niuyork,1,1,1.0
he,hecho,ningun,1,1,1.0
visto,bno,nimo2,1,1,1.0
de,lapiz,niii,1,1,1.0
asi,como,nieve,1,1,1.0
jajajaj,ya,ni,1,3,0.3333333333333333
pense,q,ni,1,2,0.5
he,probado,ni,1,2,0.5
supersonic,si,ni,1,1,1.0
mas,claro,ni,1,1,1.0
justo,algunos,ni,1,1,1.0
profe,luego,ni,1,1,1.0
ni,viene,ni,1,1,1.0
el,grupo,ni,1,2,0.5
jajaj,ayudaaaaaa,ni,1,1,1.0
creo,q,ni,1,10,0.1
el,cerevro,ni,1,1,1.0
casa,jajaja,neta,1,1,1.0
jajajaj,ya,neni,1,3,0.3333333333333333
chi,gracias,neni,1,1,1.0
critika,grasias,neni,1,1,1.0
tu,pedido,neni,1,1,1.0
jaja,oki,neni,1,1,1.0
marcarlos,claro,neni,1,1,1.0
obsesion,con,nemonemo,1,1,1.0
diaria,de,nemonemo,1,1,1.0
ya,escuchaste,nemonemo,1,3,0.3333333333333333
y,luego,negro,1,3,0.3333333333333333
sip,akiora,necesito,1,1,1.0
es,que,necesito,1,6,0.16666666666666666
no,soñe,nd,4,5,0.8
se,escucharia,nd,1,1,1.0
puedes,hacer,nd,1,1,1.0
no,era,nd,1,1,1.0
ya,mejor,nd,1,1,1.0
tal,aloha,nano,1,1,1.0
jajajja,pobre,nana,1,1,1.0
dicho,a,nadie,1,1,1.0
la,tesis,nadie,1,2,0.5
es,que,nadie,1,6,0.16666666666666666
no,soñe,nada,1,5,0.2
sacado,tt,nada,1,1,1.0
sola,claro,nada,1,1,1.0
es,q,nada,1,14,0.07142857142857142
te,enterro,nada,1,1,1.0
meper,tt,nada,1,1,1.0
casa,ya,nada,1,1,1.0
momento,de,nada,1,1,1.0
normal,de,nada,1,1,1.0
las,mando,nada,1,1,1.0
pido,de,nada,1,1,1.0
pero,no,nada,1,20,0.05
hay,ya,nada,1,1,1.0
se,apenas,nacieron,1,1,1.0
master,pero,naaaa,1,1,1.0
q,edo,naaa,1,1,1.0
agua,grasias,naaa,1,1,1.0
desepsionada,quisieras,na,1,1,1.0
aloha,nano,na,1,1,1.0
tengo,jajaj,n9,1,1,1.0
checar,con,móni,1,1,1.0
esperado,eh,máster,1,1,1.0
tt,nada,más,1,2,0.5
he,probado,muy,1,2,0.5
convence,esta,muy,1,1,1.0
me,cayo,muy,1,1,1.0
lily,suena,muy,1,1,1.0
dije,algo,muy,1,1,1.0
siii,esta,muy,1,3,0.3333333333333333
una,churreria,muy,1,2,0.5
kreo,estan,muy,1,1,1.0
nourrrr,cayo,muy,1,1,1.0
digo,itadakimaaaas,muy,1,1,1.0
jajaja,es,muy,1,1,1.0
te,llevaron,muy,1,1,1.0
tt,jajaja,muy,1,1,1.0
edit,la,musica,1,1,1.0
fav,tmb,muse,1,1,1.0
y,me,muero,2,3,0.6666666666666666
cereal,no,mucho,1,1,1.0
pq,veo,mucho,1,1,1.0
si,tenia,mucho,1,1,1.0
cuenta,con,mucho,1,1,1.0
si,es,mucho,1,5,0.2
ya,tiene,mucho,1,3,0.3333333333333333
me,gusto,mucho,1,2,0.5
me,gusta,mucho,1,4,0.25
lo,pidio,muchas,1,1,1.0
me,da,mucha,1,4,0.25
te,vi,moriiiir,1,1,1.0
mas,me,mori,1,2,0.5
tengo,un,monton,2,3,0.6666666666666666
falta,un,monton,1,1,1.0
vea,nuestro,mono,1,1,1.0
a,tu,mono,1,1,1.0
mochila,de,monika,1,1,1.0
es,q,moni,1,14,0.07142857142857142
en,el,momento,1,6,0.16666666666666666
no,un,momento,1,1,1.0
es,el,mol,1,4,0.25
pqqq,te,mojaste,1,1,1.0
creabamos,un,modelo,1,1,1.0
en,la,mochila,1,12,0.08333333333333333
q,gllit,mmm,1,1,1.0
no,pule,mmm,1,1,1.0
hace,oo,mmm,1,1,1.0
ver,siii,mmm,1,1,1.0
me,gusta,mmm,1,4,0.25
ve,preparando,mis,1,1,1.0
puedes,traer,mis,1,2,0.5
dijiste,si,miraaaa,1,1,1.0
perdono,jajajajaj,mira,1,1,1.0
jajajajaj,mira,mira,1,1,1.0
como,galletitas,mini,1,1,1.0
ya,a,mimir,1,1,1.0
pero,deja,mimir,1,1,1.0
ya,estaba,mimida,1,2,0.5
hecho,estaba,mimida,1,1,1.0
mejor,y,mimi,1,1,1.0
que,fue,mimi,1,3,0.3333333333333333
yo,tmb,mimi,1,2,0.5
ojala,vdd,mimi,1,1,1.0
bro,si,mimi,1,1,1.0
parece,una,miku,1,1,1.0
no,el,miercoles,1,1,1.0
edad,algunas,miembros,1,1,1.0
me,da,miedo,2,4,0.5
no,que,miedo,1,1,1.0
me,dio,miedo,1,3,0.3333333333333333
azucar,para,mi,1,1,1.0
xfavor,es,mi,1,1,1.0
al,ver,mi,1,1,1.0
roblo,yo,mi,1,1,1.0
que,miedo,mi,1,1,1.0
termo,a,mi,1,1,1.0
esos,para,mi,1,1,1.0
adios,vere,mi,1,1,1.0
x2,o,mi,1,1,1.0
omg,es,mi,1,1,1.0
voy,a,mi,1,4,0.25
estoy,en,mi,2,5,0.4
vino,wtf,mi,1,1,1.0
aca,x,mi,1,1,1.0
me,llevo,mi,1,1,1.0
fit,a,mi,1,1,1.0
si,a,mi,1,3,0.3333333333333333
supone,pq,mi,1,1,1.0
peppers,es,mi,1,1,1.0
va,a,mi,1,4,0.25
novia,en,mi,1,1,1.0
fotos,de,mi,1,1,1.0
bien,fue,mi,1,1,1.0
estan,en,mi,1,1,1.0
estaba,en,mi,1,1,1.0
refleje,en,mi,1,1,1.0
en,el,metro,1,6,0.16666666666666666
los,de,metodos,1,2,0.5
tuviste,problema,metiendo,1,1,1.0
ya,nada,meti,1,2,0.5
ver,se,mete,1,1,1.0
me,gusta,metallica,1,4,0.25
tal,ve,meta,1,1,1.0
eh,eh,meper,1,1,1.0
se,llamo,meow,1,1,1.0
a,las,meovv,1,4,0.25
debuto,en,meovv,1,1,1.0
jajajajajj,kiasco,menseñas,1,1,1.0
bno,al,menos,1,1,1.0
x,lo,menos,1,1,1.0
eso,de,memorias,1,1,1.0
necesito,una,memoria,1,1,1.0
q,te,mejores,1,6,0.16666666666666666
ya,estoy,mejor,1,5,0.2
a,lo,mejor,1,1,1.0
ya,toy,mejor,1,2,0.5
ya,mañana,mejor,1,1,1.0
es,el,mejor,1,4,0.25
jajajaj,noooombre,mejor,1,1,1.0
jajajaja,ya,mejor,1,1,1.0
te,vaya,mejor,1,1,1.0
diria,q,mejor,1,1,1.0
un,prof,mejor,1,1,1.0
si,acepto,mejor,1,1,1.0
x,eso,mejor,1,3,0.3333333333333333
y,otros,meh,1,1,1.0
y,embeses,meh,1,1,1.0
tenian,graficos,medio,1,1,1.0
si,es,medio,1,5,0.2
semana,empiezan,me,1,1,1.0
ora,ya,me,1,1,1.0
tal,y,me,1,1,1.0
impresion,igual,me,1,1,1.0
mi,no,me,1,1,1.0
pero,ya,me,1,4,0.25
create,si,me,1,1,1.0
te,odiooo,me,1,1,1.0
cualkiera,si,me,1,1,1.0
22,akiii,me,1,1,1.0
vi,no,me,1,1,1.0
aaaa,ojala,me,1,1,1.0
jajajajaj,si,me,1,1,1.0
ya,ni,me,1,1,1.0
se,pero,me,1,1,1.0
sip,ya,me,1,2,0.5
ya,se,me,1,3,0.3333333333333333
tal,vez,me,1,5,0.2
voy,no,me,1,1,1.0
si,no,me,1,9,0.1111111111111111
sii,aun,me,1,1,1.0
a,mi,me,2,5,0.4
dio,mas,me,1,1,1.0
vi,seguro,me,1,1,1.0
mal,si,me,1,1,1.0
ps,si,me,1,1,1.0
sii,que,me,1,1,1.0
opciones,jqjajaj,me,1,1,1.0
el,mol,me,1,1,1.0
nuestro,jajajaj,me,1,1,1.0
de,yeojun,me,1,1,1.0
ola,akii,me,1,1,1.0
escuela,ya,me,1,1,1.0
creo,q,me,1,10,0.1
todo,jajaka,me,1,1,1.0
siii,noo,me,1,1,1.0
no,puelo,me,1,2,0.5
ya,no,me,1,8,0.125
tranki,no,me,1,1,1.0
jaajjaja,y,me,1,1,1.0
apocoooo,ya,me,1,1,1.0
noooombre,mejor,me,1,1,1.0
vdd,pero,me,1,1,1.0
y,ya,me,1,3,0.3333333333333333
ya,q,me,1,1,1.0
q,mañana,me,1,2,0.5
solo,q,me,1,4,0.25
q,mas,me,1,1,1.0
nomas,deja,me,1,1,1.0
vda,no,me,1,1,1.0
pq,no,me,1,3,0.3333333333333333
muy,jpop,me,1,1,1.0
gusto,mucho,me,1,1,1.0
tmb,sabes,me,1,1,1.0
una,ai,me,1,2,0.5
o,que,me,1,1,1.0
si,quiera,me,1,1,1.0
en,si,me,1,1,1.0
pero,tmb,me,1,2,0.5
tmb,muse,me,1,1,1.0
joven,sim,me,1,1,1.0
gustito,pero,me,1,1,1.0
vdd,si,me,1,1,1.0
jajajaja,xd,me,1,1,1.0
hecho,si,me,1,1,1.0
de,nada,me,1,3,0.3333333333333333
ósea,pero,me,1,1,1.0
bien,no,me,1,1,1.0
perrito,emocionado,me,1,1,1.0
que,si,me,1,4,0.25
q,moni,me,1,1,1.0
mañana,wwww,me,1,1,1.0
mañana,ya,me,1,1,1.0
los,programas,me,1,2,0.5
jaja,y,me,1,1,1.0
punto,33,me,1,1,1.0
oye,oye,me,1,1,1.0
si,tienes,me,1,1,1.0
pasa,we,me,1,1,1.0
desde,la,mañana,1,1,1.0
te,kreo,mañana,1,1,1.0
animo,hasta,mañana,1,1,1.0
sip,ayuda,mañana,1,1,1.0
ve,bno,mañana,1,1,1.0
q,tengo,mañana,1,2,0.5
jajajaj,para,mañana,1,1,1.0
nombre,ya,mañana,1,1,1.0
q,mejor,mañana,1,1,1.0
se,si,mañana,1,3,0.3333333333333333
creooo,q,mañana,1,1,1.0
prof,mejor,mañana,1,1,1.0
espero,q,mañana,1,3,0.3333333333333333
mini,no,mañana,1,1,1.0
i,quieres,mañana,1,1,1.0
vale,ok,mañana,1,1,1.0
usb,para,mañana,1,1,1.0
expo,de,mañana,1,1,1.0
decimos,oye,master,1,1,1.0
nada,e,master,1,1,1.0
ya,llegamos,master,1,1,1.0
me,acuerdo,maso,1,2,0.5
x2,esta,maso,1,1,1.0
me,gustaron,mas,1,1,1.0
en,inclusive,mas,1,1,1.0
vdd,el,mas,1,1,1.0
hacer,nd,mas,1,1,1.0
me,dio,mas,1,3,0.3333333333333333
cada,dia,mas,1,1,1.0
pc,no,mas,1,1,1.0
conste,el,mas,1,1,1.0
un,poco,mas,1,1,1.0
te,gusta,mas,1,1,1.0
solo,q,mas,1,4,0.25
jajajaj,épico,mas,1,1,1.0
libre,el,martes,1,1,1.0
tienes,q,marcarlos,1,1,1.0
te,estoy,marcando,1,1,1.0
estuvo,q,marca,1,1,1.0
toco,tremendo,maraton,1,1,1.0
te,las,mando,1,1,1.0
pero,te,mande,1,3,0.3333333333333333
primera,q,mandaste,1,1,1.0
nos,cacheteo,mandaselo,1,1,1.0
q,estaban,malitos,1,1,1.0
feo,estar,malito,1,1,1.0
me,enferme,maldita,1,1,1.0
me,siento,mal,1,1,1.0
x,el,mal,1,2,0.5
ponen,q,mal,1,1,1.0
les,fue,mal,1,1,1.0
lol,q,mal,1,2,0.5
en,la,madrugada,1,12,0.08333333333333333
monton,no,m,1,1,1.0
tmb,el,lunes,1,1,1.0
en,su,lugar,1,3,0.3333333333333333
vale,y,luego,1,1,1.0
sii,y,luego,1,1,1.0
primero,y,luego,1,1,1.0
si,si,luego,1,8,0.125
mi,profe,luego,1,1,1.0
dije,q,luego,1,2,0.5
recordaste,q,luego,1,1,1.0
jigumis,apoko,luego,1,1,1.0
eres,una,lucky,1,1,1.0
hasta,eso,los,1,1,1.0
hablo,de,los,1,1,1.0
ya,me,los,1,7,0.14285714285714285
siii,jajajjaj,los,1,1,1.0
sii,donde,los,1,2,0.5
me,gustan,los,1,3,0.3333333333333333
jajaja,ya,los,1,1,1.0
asi,son,los,1,1,1.0
hay,de,los,1,1,1.0
q,ay,los,1,1,1.0
ooo,no,los,1,1,1.0
lo,usan,los,1,1,1.0
si,te,los,1,3,0.3333333333333333
